id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2500771,"Charming Villa, Pool, Walk 2 Beach Fort Lauderdale",12705227,Rhona,,Fort Lauderdale,26.16192,-80.10211,Entire home/apt,230,2,74,2021-04-14,1.06,2,1
2501510,Paradise in Pompano~Private Cabin 2 miles to Beach,10477721,Joanne And Louis,,Pompano Beach,26.23896,-80.11834,Entire home/apt,125,5,13,2021-04-18,0.17,1,305
2509161,STUDIO 3 Blocks to BEACH w/POOL & free WiFi,899093,Sharone,,Hallandale Beach,25.98582,-80.12661,Entire home/apt,79,7,123,2021-04-03,1.42,6,144
2540473,2080 LUXURY 3/2 OCEAN FRONT CONDO,2001930,Dmitri,,Hallandale Beach,25.97873,-80.12049,Entire home/apt,395,14,2,2014-04-24,0.02,48,329
2553035,Pool house+close to beach+WiFi+BBQ,3426390,Giovanna,,Hollywood,26.01636,-80.14599,Entire home/apt,180,28,25,2021-01-17,0.30,2,18
2553995,CHAPPY WATERFRONT RESORT HOUSE,13077136,James,,Pompano Beach,26.20995,-80.1268,Entire home/apt,309,3,5,2019-08-19,0.14,2,294
2558604,beautiful split level home,1463210,Belkis,,Plantation,26.11531,-80.23072,Entire home/apt,368,3,3,2020-11-08,0.03,2,347
2559431,BIG 4 Bedroom 3.5 bath pool home,1459305,Belkis,,Plantation,26.11441,-80.22964,Entire home/apt,375,2,6,2021-01-04,0.07,2,339
2585581,THIS IS YOUR SANCTUARY/ HEATED POOL,4087252,Arian,,Southwest Ranches,26.04032,-80.3955,Entire home/apt,392,2,98,2021-04-25,1.14,1,295
2586608,White Sandy Beach & Superb location,11068214,Ronald,,Hollywood,25.98937,-80.11742,Entire home/apt,220,14,37,2020-03-07,0.45,6,52
